Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Dell,2 in 1 Convertible,8,1.62,1,1,165.6321180513006,Intel Core i7,1000,0,Intel,Windows,10.70777173269934
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows,10.73132994821639
Dell,Notebook,4,2.36,0,0,106.11306214269258,Intel Core i3,1000,0,AMD,Windows,10.46628456073464
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,9.88635767027266
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.23889064370897
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,1000,Nvidia,Windows,12.135793518599822
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.70890230312988
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.377402604975964
Lenovo,Notebook,12,2.2,1,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,10.38737929394203
HP,Notebook,8,2.63,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,10.9602773463504
Vero,Notebook,2,1.45,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.326470842899342
Samsung,Ultrabook,8,0.81,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.288114524334732
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,11.49796125761926
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.047982926769505
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.203223524960787
Asus,Ultrabook,16,1.5,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.116014069333293
Asus,2 in 1 Convertible,12,2.26,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows,10.977716980635757
Microsoft,Ultrabook,8,1.25,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows,11.470547260182666
Acer,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.716080385838357
Asus,Gaming,8,2.591,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,10.787906120409612
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,10.013431946154272
Dell,Workstation,16,2.8,0,0,282.42399616439724,Other Intel Processor,1000,256,Nvidia,Windows,12.000095897837827
Lenovo,Notebook,4,2.8,0,0,127.33567457123112,Intel Core i3,500,0,Intel,Others,10.246549458090431
Lenovo,Notebook,8,2.6,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.646327347078008
Dell,Gaming,32,4.36,0,0,254.67134914246225,Intel Core i7,1000,1000,Nvidia,Windows,12.1806155047626
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,11.601341447040118
Dell,Ultrabook,8,1.29,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.273329308763511
Acer,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,10.657669623681942
Toshiba,Notebook,8,2.0,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,10.651384247866982
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,10.81931097523836
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.653903140886465
Dell,Ultrabook,8,1.88,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.975129468486722
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,11.118388427393754
Mediacom,Notebook,4,1.2,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows,9.88635767027266
Dell,Notebook,8,2.16,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.116014069333293
MSI,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.470547260182666
HP,Notebook,4,1.49,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows,10.490273717104664
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.925417481232904
HP,2 in 1 Convertible,8,1.28,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.822932862391925
HP,Gaming,12,2.62,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,11.470547260182666
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.882315804880689
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Others,10.159709917169616
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows,9.959497306919324
HP,Notebook,8,1.16,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.408044834149251
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i5,0,512,Intel,Windows,11.557785126252114
HP,Notebook,4,1.86,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Others,9.67600459962282
Samsung,2 in 1 Convertible,16,1.71,1,0,146.86047800548656,Intel Core i7,0,256,AMD,Windows,11.470547260182666
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,10.370822624347584
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,9.801561133612584
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows,10.450993742936223
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.237488118934884
Dell,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.64178295189486
Dell,Notebook,16,2.36,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others,10.776844060703754
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.646327347078008
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,Intel,Windows,11.18267988243989
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.861637279518702
HP,Notebook,4,2.07,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.78900562574303
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.058781074545012
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac,11.596266113070396
Dell,Notebook,8,2.83,0,0,127.33567457123112,Intel Core i7,1000,0,AMD,Others,10.738290533164012
Dell,Ultrabook,8,1.5,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows,11.229102177820836
Dell,Ultrabook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,AMD,Windows,10.837272366712863
Asus,Ultrabook,8,1.25,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,10.931153634628432
Lenovo,Notebook,32,2.5,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows,12.472347407870709
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,11.508719833687696
Toshiba,Notebook,4,1.05,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,11.134075023561454
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.910678521970082
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,11.047982926769505
HP,Netbook,8,0.97,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows,11.529371878240363
Acer,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,10.53941655276426
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,256,Intel,Others,11.32736089528991
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,1000,128,Intel,Windows,10.726662495168894
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,9.954446791133256
Dell,2 in 1 Convertible,8,1.24,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,11.582992127736915
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.732493415479688
Microsoft,Ultrabook,4,1.252,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows,10.872255357854844
Lenovo,2 in 1 Convertible,4,2.1,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.740600003012675
Lenovo,Notebook,16,1.1,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows,11.846490622987275
HP,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,9.824885806178992
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others,9.875184369674535
HP,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,10.931401459017524
MSI,Gaming,16,2.8,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.69380197819145
HP,Workstation,8,3.0,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,12.256879973855344
Dell,Notebook,4,1.65,0,0,117.82653006268644,Intel Core i3,500,0,Intel,Windows,10.71962021254348
Lenovo,Ultrabook,8,1.32,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.288114524334732
Microsoft,Ultrabook,8,1.252,1,0,200.84255993695703,Intel Core i5,0,256,Intel,Windows,11.17598591917709
HP,Notebook,8,1.96,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.49618215379083
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows,9.83063294843456
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i3,0,256,Intel,Others,10.370822624347584
Dell,Notebook,4,2.25,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others,10.034684221813931
Dell,2 in 1 Convertible,8,1.55,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,10.46628456073464
Asus,Gaming,32,4.7,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,12.241725462844624
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.65264448747927
Asus,Ultrabook,8,1.25,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,10.977716980635757
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.513700849999804
Lenovo,Notebook,4,2.6,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows,10.167923515707006
Asus,Notebook,4,2.0,0,0,127.33567457123112,Intel Core i3,1000,0,Nvidia,Windows,10.310615277730191
LG,Ultrabook,16,1.08,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,11.624777346052769
Dell,2 in 1 Convertible,8,2.08,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows,10.683645110085203
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Others,10.23296037890921
Acer,Ultrabook,8,1.6,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.621951541079865
Microsoft,Ultrabook,16,1.25,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows,11.83458800598367
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.056428922922915
Samsung,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.413356147904066
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows,11.803200572598556
HP,2 in 1 Convertible,8,1.28,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.706175092295874
Dell,Notebook,8,2.09,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.928710232504155
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows,10.83096982484206
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,10.274510273088076
HP,Notebook,16,2.1,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows,11.030873869571886
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,9.88635767027266
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,256,AMD,Windows,10.403650143697382
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,10.53941655276426
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,10.73132994821639
MSI,Gaming,32,4.4,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia,Windows,11.912578515747589
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.02220830408089
Dell,2 in 1 Convertible,8,2.191,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.882315804880689
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,11.343269598606504
HP,Netbook,2,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.317895278196945
Apple,Ultrabook,8,1.34,0,0,127.67794013309688,Intel Core i5,0,0,Intel,Mac,11.03061499223515
Lenovo,Notebook,8,1.65,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.265171547683302
HP,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,8,Nvidia,Windows,11.69380197819145
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.882315804880689
Dell,Notebook,32,2.06,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,11.853716362735458
Asus,Gaming,32,3.58,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,11.129394827810977
HP,Netbook,8,1.26,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.395540949893968
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,11.799206957067089
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,10.435152442572992
HP,Notebook,4,1.64,0,0,111.93520355955212,Intel Core i3,500,0,Intel,Windows,10.503518943854685
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,11.064804181259648
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.11283946349252
Toshiba,Notebook,4,1.47,0,1,157.3505121487356,Intel Core i5,0,128,Intel,Windows,10.983161640183988
Lenovo,Notebook,8,2.02,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.17598591917709
MSI,Gaming,16,2.7,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.352694739066088
Dell,Notebook,4,2.24,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.578148918421473
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.509254736080766
Asus,Notebook,16,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.442360501250736
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows,10.227464909398025
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.732493415479688
Dell,Notebook,16,2.3,1,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows,10.731341589592168
Asus,Notebook,8,2.69,0,0,127.33567457123112,Intel Core i5,500,256,Nvidia,Windows,10.767905453702944
Lenovo,Gaming,16,4.6,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,11.894913580522502
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Others,9.83063294843456
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,10.860047678274915
MSI,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.590859366057948
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,9.950616680806068
Lenovo,2 in 1 Convertible,8,2.08,1,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.841452101115571
Asus,Gaming,16,2.1,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.52464373704442
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,10.324700017611931
HP,Notebook,4,1.95,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,10.941585213338248
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows,9.989276182274937
Dell,Workstation,8,2.23,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,11.458805442305984
Acer,Notebook,4,2.2,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.393925962168344
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.18267988243989
Lenovo,Netbook,4,1.25,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others,9.555290852218356
MSI,Gaming,16,1.6,0,1,157.3505121487356,Intel Core i7,1000,256,Nvidia,Windows,11.520422094890591
Dell,Ultrabook,16,1.88,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows,11.358282600039752
Lenovo,Notebook,4,1.5,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows,10.283659467741664
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,128,Intel,Mac,11.175754549129524
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.060060439307303
Asus,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,11.039464987704202
Dell,Notebook,8,1.79,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows,10.58221121243035
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.211180167298885
Dell,2 in 1 Convertible,4,2.08,1,0,146.86047800548656,Intel Core i3,500,0,Intel,Windows,10.208009042782656
HP,2 in 1 Convertible,4,1.4,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others,10.397183294038651
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others,10.968576149165091
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,500,0,AMD,Others,9.70890230312988
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,10.35398720988372
HP,Notebook,4,1.86,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,9.532389087931673
Asus,Notebook,4,1.5,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.672654512737536
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.98617622657084
Asus,Gaming,8,2.45,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,10.525211768465944
Dell,Notebook,8,2.3,1,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.126185116412724
Dell,Ultrabook,8,1.23,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.219074000897615
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,10.99575173454406
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.808592759018332
Asus,Gaming,16,4.3,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.470547260182666
Asus,Gaming,12,3.0,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Others,10.83096982484206
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,10.082583913974387
Asus,Notebook,4,1.3,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows,10.208009042782656
Samsung,Ultrabook,16,0.81,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.383485348791732
Acer,Notebook,6,2.23,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.283659467741664
Asus,Gaming,16,2.5,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.353319934460009
Asus,Gaming,12,2.2,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,11.198054049689478
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.790103923492092
Dell,Notebook,8,2.0,0,0,100.45466986113652,Intel Core i3,0,256,Intel,Windows,10.475348066887989
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i3,0,256,Nvidia,Others,10.188167121983652
Lenovo,Ultrabook,8,1.3,0,1,125.36742798669836,Intel Core i5,0,180,Intel,Windows,10.977716980635757
Lenovo,Notebook,8,1.9,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.952842367862882
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.592295759601168
Chuwi,Notebook,6,1.4,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows,10.082583913974387
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.827763506006608
Dell,Ultrabook,8,1.88,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows,11.144140923496169
HP,Notebook,4,2.04,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.232212772652003
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia,Others,10.523780128994506
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.882315804880689
Samsung,Ultrabook,16,1.23,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows,11.49796125761926
HP,Notebook,4,1.49,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows,10.60095339424009
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,512,Intel,Windows,11.288114524334732
Dell,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.254810893751282
Toshiba,Notebook,4,2.0,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,10.167923515707006
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.765658261746038
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.089508999068563
Lenovo,Gaming,4,2.4,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.882315804880689
Toshiba,Ultrabook,32,1.05,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.912578515747589
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,10.974070668482735
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.683645110085203
Lenovo,Ultrabook,12,1.4,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.397934727218958
Dell,Notebook,16,2.2,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows,11.009948956147635
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.510802297245792
Huawei,Ultrabook,8,1.05,0,1,199.69207064108247,Intel Core i7,0,512,Intel,Windows,11.288114524334732
Dell,Notebook,8,2.13,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.56586207442882
Acer,Ultrabook,8,1.6,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,10.760018088869778
HP,Notebook,6,2.04,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,10.336863503805128
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel,Mac,11.145680569681762
Asus,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia,Windows,10.5552565839505
Dell,Notebook,16,2.77,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,11.320925866649002
Dell,Gaming,16,2.65,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.288114524334732
HP,Workstation,8,3.14,0,0,127.33567457123112,Intel Core i7,500,0,Nvidia,Windows,11.529366637136484
MSI,Gaming,16,2.2,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.144911042902732
Dell,Ultrabook,8,1.3,0,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.120757161229305
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows,9.816202683605532
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.182294337407903
MSI,Gaming,16,3.78,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.799206957067089
Asus,Notebook,4,2.65,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.70890230312988
Chuwi,Notebook,4,1.89,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows,9.49261223560568
HP,Gaming,12,3.78,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,11.413356147904066
HP,Ultrabook,8,1.91,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.46628456073464
Asus,Notebook,4,2.45,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia,Others,10.336863503805128
MSI,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,11.765015592318807
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.580858947180335
Lenovo,Notebook,8,3.0,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,Windows,10.46628456073464
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i5,1000,128,AMD,Windows,10.964896292206694
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,10.50497986449436
Toshiba,Ultrabook,16,1.05,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.683522558067624
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,10.977716980635757
Lenovo,Notebook,4,2.19,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows,9.672654512737536
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows,10.862092668762644
Dell,Notebook,8,2.24,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,10.312386757378574
Toshiba,Ultrabook,8,1.1,1,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.465531925066934
Lenovo,Gaming,16,3.2,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.288114524334732
HP,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.977716980635757
HP,Ultrabook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.188167121983652
